event_id,tissue,tissue_program,splice_usage,data_source,case_count,note
TISSUE_EVENT_019,muscle,ubiquitous,0.4380639642508176,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_020,blood,brain_enriched,0.5616315945106085,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_020,brain,brain_enriched,0.7546251940093192,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_020,heart,brain_enriched,0.6169661154331538,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_020,liver,brain_enriched,0.4957402504697125,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_020,muscle,brain_enriched,0.5832196859501424,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_021,blood,liver_enriched,0.5728684971189004,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_021,brain,liver_enriched,0.49439701484410914,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_021,heart,liver_enriched,0.5190229114048733,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_021,liver,liver_enriched,0.8958639861987102,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_021,muscle,liver_enriched,0.5274557902905936,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_022,blood,muscle_enriched,0.5996228800456705,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_022,brain,muscle_enriched,0.6423292479083834,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_022,heart,muscle_enriched,0.7347053181814756,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_022,liver,muscle_enriched,0.5835987697719539,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_022,muscle,muscle_enriched,0.8489131782708049,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_023,blood,immune_enriched,0.625666635476075,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_023,brain,immune_enriched,0.32392148997768305,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_023,heart,immune_enriched,0.27976129982203146,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_023,liver,immune_enriched,0.367055612455904,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_023,muscle,immune_enriched,0.3100448533244367,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_024,blood,ubiquitous,0.43919569667888936,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_024,brain,ubiquitous,0.38610448540366593,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_024,heart,ubiquitous,0.39789900217376484,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_024,liver,ubiquitous,0.4081210862549613,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_024,muscle,ubiquitous,0.4368935213617488,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_025,blood,brain_enriched,0.3514967206182877,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_025,brain,brain_enriched,0.5915153432354369,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_025,heart,brain_enriched,0.37337062945585087,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_025,liver,brain_enriched,0.313446898323827,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_025,muscle,brain_enriched,0.3872601257714339,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_026,blood,liver_enriched,0.36231697839416876,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_026,brain,liver_enriched,0.2821149645647627,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_026,heart,liver_enriched,0.3371702185304414,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_026,liver,liver_enriched,0.6350529576523286,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_026,muscle,liver_enriched,0.3211407847310123,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_027,blood,muscle_enriched,0.5796025573680702,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_027,brain,muscle_enriched,0.5784705946193996,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_027,heart,muscle_enriched,0.7224457718288491,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_027,liver,muscle_enriched,0.5147113348483253,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_027,muscle,muscle_enriched,0.8688924490818574,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_028,blood,immune_enriched,0.7154078230235816,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_028,brain,immune_enriched,0.41591381118611015,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_028,heart,immune_enriched,0.42763273469030794,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_028,liver,immune_enriched,0.4287826543803103,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_028,muscle,immune_enriched,0.3744384437842178,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_029,blood,ubiquitous,0.5336092564756615,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_029,brain,ubiquitous,0.5167615035932991,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_029,heart,ubiquitous,0.5233736281393536,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_029,liver,ubiquitous,0.518948519363244,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_029,muscle,ubiquitous,0.48248878289781927,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_030,blood,brain_enriched,0.31684678036438213,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_030,brain,brain_enriched,0.6624777822201418,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_030,heart,brain_enriched,0.3324341553458197,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_030,liver,brain_enriched,0.24200485553771206,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_030,muscle,brain_enriched,0.2946023903846392,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_031,blood,liver_enriched,0.5311631165996019,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_031,brain,liver_enriched,0.48267797045054456,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_031,heart,liver_enriched,0.5315064341506298,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_031,liver,liver_enriched,0.8327131590969418,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_031,muscle,liver_enriched,0.5331170358365154,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_032,blood,muscle_enriched,0.30679887584585186,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_032,brain,muscle_enriched,0.3529470546650609,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_032,heart,muscle_enriched,0.4999201293069367,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_032,liver,muscle_enriched,0.3117541926979658,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_032,muscle,muscle_enriched,0.5671856815341576,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_033,blood,immune_enriched,0.5376203510581999,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_033,brain,immune_enriched,0.2616565925288583,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_033,heart,immune_enriched,0.26620091994703143,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_033,liver,immune_enriched,0.2501498531426089,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_033,muscle,immune_enriched,0.21910813800146692,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,blood,ubiquitous,0.6937808661950073,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,brain,ubiquitous,0.6378339782316939,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,heart,ubiquitous,0.6635915854469906,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,liver,ubiquitous,0.6302506425739766,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_034,muscle,ubiquitous,0.6574220442088792,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,blood,brain_enriched,0.566075016173321,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,brain,brain_enriched,0.8866334426475535,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,heart,brain_enriched,0.579876585110496,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,liver,brain_enriched,0.5051954355900562,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_035,muscle,brain_enriched,0.5538210058822393,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,blood,liver_enriched,0.5516170237967014,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,brain,liver_enriched,0.5058782675399359,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,heart,liver_enriched,0.5162227402334523,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,liver,liver_enriched,0.751879244232559,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_036,muscle,liver_enriched,0.5188666555334711,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,blood,muscle_enriched,0.2699680671942464,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,brain,muscle_enriched,0.28868161931120906,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,heart,muscle_enriched,0.47765391085811115,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,liver,muscle_enriched,0.2514824746451201,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_037,muscle,muscle_enriched,0.5814015453333057,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,blood,immune_enriched,0.697288566732553,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,brain,immune_enriched,0.476738048068265,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,heart,immune_enriched,0.4649078965795181,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,liver,immune_enriched,0.501857812717361,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_038,muscle,immune_enriched,0.430021381310064,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,blood,ubiquitous,0.5800272123175616,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,brain,ubiquitous,0.5765142251157158,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,heart,ubiquitous,0.5583772273433906,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,liver,ubiquitous,0.55391397742037,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
TISSUE_EVENT_039,muscle,ubiquitous,0.5885572704414015,synthetic_tissue_regulation_benchmark_v1,200,small GTEx-style tissue usage case study; not a full GTEx benchmark
